MGI_ID	strainName	strainType
MGI:2163966	HTI/Sf	inbred strain
MGI:2161630	HTO/Sf	inbred strain
MGI:2162435	HTT	inbred strain
MGI:6145534	HXZ	inbred strain
MGI:2667882	HYIII	inbred strain
MGI:2162506	HYIII/LeJ	inbred strain
MGI:2160469	I	inbred strain
MGI:2163841	IAH	inbred strain
MGI:2670041	I/An	inbred strain
MGI:2162287	I/AnN	inbred strain
MGI:2161866	I/AoSf	inbred strain
MGI:2163828	I/BiSp	inbred strain
MGI:6147724	Ibm:MORO	Not Applicable
MGI:5285184	Ibut:AIRH	Not Applicable
MGI:5285185	Ibut:AIRL	Not Applicable
MGI:2667883	IC	inbred strain
MGI:2160955	ICFW	inbred strain
MGI:2163213	ICGN	inbred strain
MGI:3762821	ICGN/OaRbrc	inbred strain
MGI:6144653	ICGNww/OaRbrc	inbred strain
MGI:2159984	IC/LeJ	inbred strain
MGI:2160272	ICR	inbred strain
MGI:6145817	ICR.129(B6)-Msi1<tm1Okn>/OknRbrc	congenic
MGI:6146851	ICR.129-Clmp<tm1Jwada>/JwadaRbrc	congenic
MGI:3808602	ICR.129-Fkbp1b<tm1.1Okam>	congenic
MGI:2161142	ICR/Bc	inbred strain
MGI:6146774	ICR.Cg-Acsm4<tm1(cre)Hsak>/HsakRbrc	congenic
MGI:6146324	ICR.Cg-Camk2a<tm1.1Oyam>/OyamRbrc	congenic
MGI:6146706	ICR.Cg-Capn6<tm1Hiso>/HisoRbrc	congenic
MGI:6145185	ICR.Cg-Dtx4<tm1Ysa>/YsaRbrc	congenic
MGI:6145593	ICR.Cg-Gad1<tm1.1Tama>/Rbrc	congenic
MGI:6146521	ICR.Cg-Hes1<tm1Imayo>	congenic
MGI:6146511	ICR.Cg-Hes5<tm1Kag>/KagRbrc	congenic
MGI:6146512	ICR.Cg-Hes7<tm1Kag>/KagRbrc	congenic
MGI:6146513	ICR.Cg-Hes7<tm2Kag>/KagRbrc	congenic
MGI:6144645	ICR.Cg-Mesp1/Mesp2<tm1Ysa>/YsaRbrc	congenic
MGI:6145011	ICR.Cg-Mesp1<tm1Ysa>/YsaRbrc	congenic
MGI:6157812	ICR.Cg-Mesp1<tm3Ysa> Mesp2<tm3(cre)Ysa>/YsaRbrc	congenic
MGI:6144835	ICR.Cg-Mesp2<tm12Ysa>/Rbrc	congenic
MGI:6144838	ICR.Cg-Mesp2<tm13(cre/Esr1*)Ysa>/Rbrc	congenic
MGI:6144644	ICR.Cg-Mesp2<tm5(Notch1)Ysa>/YsaRbrc	congenic
MGI:6146744	ICR.Cg-Mesp2<tm7.1(mespb)Ysa>/Rbrc	congenic
MGI:6144796	ICR.Cg-Mesp2<tm8Ysa>/YsaRbrc	congenic
MGI:6144794	ICR.Cg-Mesp2<tm9Ysa>/YsaRbrc	congenic
MGI:6147026	ICR.Cg-Ndn<tm1Ky>	congenic
MGI:6146514	ICR.Cg-Neurod4<tm1Kag>/KagRbrc	congenic
MGI:6146492	ICR.Cg-Pax6<tm1Ued>/UedRbrc	congenic
MGI:6144754	ICR.Cg-Pdzrn3<tm1.1Ysa>/YsaRbrc	congenic
MGI:6147611	ICR.Cg-Ripply2<tm1Ysa>/YsaRbrc	congenic
MGI:6144635	ICR.Cg-Tg(CAG-cat,-Hand1)2Ysa/YsaRbrc	congenic
MGI:6144634	ICR.Cg-Tg(CAG-cat,-Hand2)1Ysa/YsaRbrc	congenic
MGI:6144570	ICR.Cg-Tg(CAG-cat,-Notch1)1Ysa/YsaRbrc	congenic
MGI:6146529	ICR.Cg-Tg(CAG-Hes1,EGFP)1Imayo	congenic
MGI:6146530	ICR.Cg-Tg(CAG-Hes5,EGFP)1Imayo	congenic
MGI:4415688	ICR.Cg-Tg(Hes7-cre)3Ysa/YsaRbrc	Not Specified
MGI:2163248	ICRC/HiCri	inbred strain
MGI:2162026	I/Crgl	inbred strain
MGI:2161368	ICR/H	inbred strain
MGI:2160289	ICR/Ha	inbred strain
MGI:3832171	ICR/HaJ	inbred strain
MGI:2160764	ICR/HaRos	inbred strain
MGI:2672638	ICR/IAnOrl	inbred strain
MGI:3586706	ICRIII	inbred strain
MGI:6148685	ICR-Tg(Cdkn1a-luc)34Eiha/SiaRbrc	coisogenic
MGI:2162757	ICW	inbred strain
MGI:2670707	IDH2	inbred strain
MGI:2162467	IDT	inbred strain
MGI:2667905	IF	inbred strain
MGI:2670048	IF/Bcr	inbred strain
MGI:2163652	IF/BrA	inbred strain
MGI:2163198	I/FnLn	inbred strain
MGI:3582786	IIS/Shi	inbred strain
MGI:2160828	IITES	inbred strain
MGI:3576715	IITES/NgaRbrc	inbred strain
MGI:2160673	ILI	inbred strain
MGI:2160482	I/Ln	inbred strain
MGI:2159844	I/LnJ	inbred strain
MGI:2672636	I/LnRe	inbred strain
MGI:2161176	I/LnReJ	inbred strain
MGI:2161664	ILS	inbred strain
MGI:5771692	ILS/Ibg	inbred strain
MGI:4429524	ILS/IbgMmmh	inbred strain
MGI:3836048	ILS/IbgTejJ	inbred strain
MGI:5317567	ILS.ISS-Lore1<ISS>/TejJ	congenic
MGI:5317569	ILS.ISS-Lore2<ISS>/TejJ	congenic
MGI:5317571	ILS.ISS-Lore4<ISS>/TejJ	congenic
MGI:3836001	ILSXISS100/TejJ	recombinant inbred (RI)
MGI:3836045	ILSXISS101/TejJ	recombinant inbred (RI)
MGI:3836002	ILSXISS102/TejJ	recombinant inbred (RI)
MGI:3836004	ILSXISS103/TejJ	recombinant inbred (RI)
MGI:3836005	ILSXISS107/TejJ	recombinant inbred (RI)
MGI:3836016	ILSXISS10/TejJ	recombinant inbred (RI)
MGI:3836007	ILSXISS110/TejJ	recombinant inbred (RI)
MGI:3836047	ILSXISS112/TejJ	recombinant inbred (RI)
MGI:3836008	ILSXISS114/TejJ	Not Specified
MGI:3836009	ILSXISS115/TejJ	recombinant inbred (RI)
MGI:3836010	ILSXISS122/TejJ	recombinant inbred (RI)
MGI:3836011	ILSXISS123/TejJ	recombinant inbred (RI)
MGI:3835947	ILSXISS13/TejJ	recombinant inbred (RI)
MGI:3835948	ILSXISS14/TejJ	recombinant inbred (RI)
MGI:3835950	ILSXISS16/TejJ	recombinant inbred (RI)
MGI:3835951	ILSXISS19/TejJ	recombinant inbred (RI)
MGI:3835953	ILSXISS22/TejJ	recombinant inbred (RI)
MGI:3835954	ILSXISS23/TejJ	recombinant inbred (RI)
MGI:3836017	ILSXISS24/TejJ	recombinant inbred (RI)
MGI:3836018	ILSXISS25/TejJ	recombinant inbred (RI)
MGI:3836019	ILSXISS26/TejJ	recombinant inbred (RI)
MGI:3835955	ILSXISS28/TejJ	recombinant inbred (RI)
MGI:3836013	ILSXISS2/TejJ	recombinant inbred (RI)
MGI:3836022	ILSXISS32/TejJ	recombinant inbred (RI)
MGI:3836023	ILSXISS34/TejJ	recombinant inbred (RI)
MGI:3836024	ILSXISS35/TejJ	recombinant inbred (RI)
MGI:3835956	ILSXISS36/TejJ	recombinant inbred (RI)
MGI:3836025	ILSXISS39/TejJ	recombinant inbred (RI)
MGI:3834990	ILSXISS3/TejJ	recombinant inbred (RI)
MGI:3835958	ILSXISS41/TejJ	recombinant inbred (RI)
MGI:3836026	ILSXISS42/TejJ	recombinant inbred (RI)
MGI:3836027	ILSXISS43/TejJ	recombinant inbred (RI)
MGI:3835960	ILSXISS46/TejJ	recombinant inbred (RI)
MGI:3835962	ILSXISS48/TejJ	recombinant inbred (RI)
MGI:3835963	ILSXISS49/TejJ	recombinant inbred (RI)
MGI:3836028	ILSXISS50/TejJ	recombinant inbred (RI)
MGI:3835965	ILSXISS51/TejJ	recombinant inbred (RI)
MGI:3835985	ILSXISS52/TejJ	recombinant inbred (RI)
MGI:3836029	ILSXISS56/TejJ	recombinant inbred (RI)
MGI:3835939	ILSXISS5/TejJ	recombinant inbred (RI)
MGI:3836030	ILSXISS60/TejJ	recombinant inbred (RI)
MGI:3835986	ILSXISS62/TejJ	recombinant inbred (RI)
MGI:3836031	ILSXISS64/TejJ	recombinant inbred (RI)
MGI:3835987	ILSXISS66/TejJ	recombinant inbred (RI)
MGI:3836032	ILSXISS68/TejJ	recombinant inbred (RI)
MGI:3835988	ILSXISS70/TejJ	recombinant inbred (RI)
MGI:3836033	ILSXISS72/TejJ	recombinant inbred (RI)
MGI:3835989	ILSXISS73/TejJ	recombinant inbred (RI)
MGI:3835990	ILSXISS75/TejJ	recombinant inbred (RI)
MGI:3835991	ILSXISS76/TejJ	recombinant inbred (RI)
MGI:3836034	ILSXISS78/TejJ	recombinant inbred (RI)
MGI:3835941	ILSXISS7/TejJ	recombinant inbred (RI)
MGI:3836035	ILSXISS80/TejJ	recombinant inbred (RI)
MGI:3836036	ILSXISS84/TejJ	recombinant inbred (RI)
MGI:3835993	ILSXISS86/TejJ	recombinant inbred (RI)
MGI:3836037	ILSXISS87/TejJ	recombinant inbred (RI)
MGI:3835994	ILSXISS89/TejJ	recombinant inbred (RI)
MGI:3836014	ILSXISS8/TejJ	recombinant inbred (RI)
MGI:3835995	ILSXISS90/TejJ	recombinant inbred (RI)
MGI:3835996	ILSXISS92/TejJ	recombinant inbred (RI)
MGI:3836038	ILSXISS93/TejJ	recombinant inbred (RI)
MGI:3835997	ILSXISS94/TejJ	recombinant inbred (RI)
MGI:3836041	ILSXISS96/TejJ	recombinant inbred (RI)
MGI:3835998	ILSXISS97/TejJ	recombinant inbred (RI)
MGI:3836043	ILSXISS98/TejJ	recombinant inbred (RI)
MGI:3836000	ILSXISS99/TejJ	recombinant inbred (RI)
MGI:3836015	ILSXISS9/TejJ	recombinant inbred (RI)
MGI:2160483	IM	inbred strain
MGI:2672065	IMBS	inbred strain
MGI:3759661	INAD/StmRbrc	inbred strain
MGI:5521187	Intor:Swiss	Not Applicable
MGI:2667908	IOR	inbred strain
MGI:2672057	IOR/Hab	inbred strain
MGI:2162581	IPBR/St	inbred strain
MGI:3711522	I.PERA-(D6Mit207-D6Mit294)/Pgn	congenic
MGI:3711519	I.PERA-(D6Mit25-D6Mit294)/Pgn	congenic
MGI:3711515	I.PERA-(D6Mit287-D6Mit334)/Pgn	congenic
MGI:2163204	IQI	inbred strain
MGI:2670050	IQI/Jic	inbred strain
MGI:6144602	Irk/MzTuaRbrc	inbred strain
MGI:2160903	IS	inbred strain
MGI:2160265	IS/Cam	inbred strain
MGI:2161958	IS/CamDn	inbred strain
MGI:2159973	IS/CamEi	inbred strain
MGI:2161937	IS/CamRkJ	inbred strain
MGI:2160765	IS/EiJ	inbred strain
MGI:2672069	ISS	inbred strain
MGI:5775169	ISS/Ibg	inbred strain
MGI:4429528	ISS/IbgMmmh	inbred strain
MGI:3836049	ISS/IbgTejJ	inbred strain
MGI:5317566	ISS.ILS-Lore1<ILS>/TejJ	congenic
MGI:5317568	ISS.ILS-Lore2<ILS>/TejJ	congenic
MGI:5317570	ISS.ILS-Lore4<ILS>/TejJ	congenic
MGI:3845904	ISS.ILS-Lore5<ILS>/TejJ	congenic
MGI:2160294	I/St	inbred strain
MGI:2160732	IST	inbred strain
MGI:2161124	I/StDa	inbred strain
MGI:2160419	I/StJ	inbred strain
MGI:2161623	I/StN	inbred strain
MGI:2672637	I/StPh	inbred strain
MGI:2160748	I/StRos	inbred strain
MGI:2165370	I/StSnEgYCit	inbred strain
MGI:2160826	ITES	inbred strain
MGI:2162235	IVCE	inbred strain
MGI:2162240	IVCS	inbred strain
MGI:6145207	IVCS.129P2(B6)-Akr1c18<tm1Mni>/MniRbrc	congenic
MGI:5565361	IWSP2/PdxJ	inbred strain
MGI:5565363	IWSR1/PdxJ	inbred strain
MGI:2164106	IXBL	inbred strain
MGI:3688264	IXBL/NgaRbrc	inbred strain
MGI:2164994	J	inbred strain
MGI:2161125	JB	inbred strain
MGI:2162332	JB/Di	inbred strain
MGI:2160290	JBT	inbred strain
MGI:2161672	JBT/Jd	inbred strain
MGI:2162250	J.Cg-Oca2<+> Tyr<+> Lyst<bg>/J	congenic
MGI:4412282	J:DO	Not Specified
MGI:2670720	JE	inbred strain
MGI:2680384	JE/LeGnc	inbred strain
MGI:2160723	JE/LeJ	inbred strain
MGI:2164136	JF1	inbred strain
MGI:6146833	JF1.Cg-Dms/StmRbrc	congenic
MGI:3759505	JF1.Cg-Rr29<Hx>/Ms	congenic
MGI:2165046	JF1/Ms	inbred strain
MGI:5501497	JF1/Ms-Ednrb<s+Ms>/Ms	coisogenic
MGI:5911406	JF1/Msf	inbred strain
MGI:5614088	JF1/MsJ	inbred strain
MGI:3687134	JF1/MsRbrc	inbred strain
MGI:3665304	JF1.TSJ-Rpl38<Ts>/Ms	congenic
MGI:2667921	JGBF/Le	inbred strain
MGI:2163891	JGBF/LeJ	inbred strain
MGI:2163576	JGBF/LeTyJ	inbred strain
MGI:2163256	J/Glw	inbred strain
MGI:2160897	JIGR	inbred strain
MGI:2160686	JIGR/DnJ	inbred strain
MGI:4418875	J:NU	Not Specified
MGI:3664602	JOG/Oda	inbred strain
MGI:4822247	JPX/H	inbred strain
MGI:2164845	JSR/Idr	inbred strain
MGI:2160687	JU	inbred strain
MGI:2662130	JU.B6-Kit<W-2J>/aLmMmmh	congenic
MGI:3039390	JU.B6-Kit<W-2J>/bLmMmmh	congenic
MGI:2687007	JU.B-Pax3<Sp>/Mmmh	congenic
MGI:3039412	JU.B-Ph/Mmmh	congenic
MGI:2662128	JU.Cg-a<m>/Mmmh	congenic
MGI:2673541	JU.Cg-A<y>/a/Mmmh	congenic
MGI:2681432	JU.Cg-Ednrb<s>/Mmmh	congenic
MGI:2160620	JU/Ct	inbred strain
MGI:2681429	JU/CtLmMmmh	inbred strain
MGI:3029194	JU.D2-Kitl<Sl-d>/Mmmh	congenic
MGI:2162873	JU/Fa	inbred strain
MGI:2672640	JU/FaCam	inbred strain
MGI:2160649	JU/FaCt	inbred strain
MGI:2164037	K	inbred strain
MGI:6144600	Kaz/MzTuaRbrc	inbred strain
MGI:2670054	KB	inbred strain
MGI:2670055	KB/Di	inbred strain
MGI:6145045	KBUS/IdrRbrc	inbred strain
MGI:2670727	KC	inbred strain
MGI:2162863	KC/CpbU	inbred strain
MGI:2672642	KC/Wsm	inbred strain
MGI:3664622	KDT/NemOdaRbrc	inbred strain
MGI:2165431	KE	inbred strain
MGI:2162434	KF	inbred strain
MGI:2672643	KF/Tbr	inbred strain
MGI:2161709	K/Gw	inbred strain
MGI:2672641	K/GwGh	inbred strain
MGI:2670734	KI	inbred strain
MGI:2672644	KI/Glw	inbred strain
MGI:2672645	KITF/Nvs	inbred strain
MGI:2667957	KJR	inbred strain
MGI:2164792	KJR/Ms	inbred strain
MGI:2165220	KJR/MsKist	inbred strain
MGI:3623367	KJR/MsKist-pogo	coisogenic
MGI:3687140	KJR/MsRbrc	inbred strain
MGI:2160128	KK	inbred strain
MGI:2165398	KK-A<y>/Jcl	congenic
MGI:2164092	KK.Cg-A<y>/J	congenic
MGI:3833283	KK.Cg-A<y>/TaJcl	Not Specified
MGI:2161953	KK/HlJ	inbred strain
MGI:2163282	KK/HlLt	inbred strain
MGI:2162279	KK/Jms	inbred strain
MGI:3583197	KK-Nphp3<pcy>	coisogenic
MGI:3763397	KK/SgnRbrc	inbred strain
MGI:2384209	KK/Snk	inbred strain
MGI:2684606	KK/Ta	inbred strain
MGI:5883703	KK/TaJcl	inbred strain
MGI:6144606	Knb/TuaRbrc	inbred strain
MGI:3575026	KOR	inbred strain
MGI:3722069	KOR1-lws/StmRbrc	coisogenic
MGI:3722136	KOR1/Stm	inbred strain
MGI:3664755	KOR1/StmRbrc	inbred strain
MGI:3664759	KOR5/StmRbrc	inbred strain
MGI:3664761	KOR7/StmRbrc	inbred strain
MGI:3716937	KOR-Apoe<shl>	coisogenic
MGI:4820866	KOR-Traf3ip2<adjm>	coisogenic
MGI:2165490	KP	inbred strain
MGI:2668038	KR	inbred strain
MGI:3688263	KR/CNgaRbrc	inbred strain
MGI:2163002	KR/Di	inbred strain
MGI:5293616	KREIS/HgIeg	inbred strain
MGI:2161976	KR/Nga	inbred strain
MGI:2164066	KSA	inbred strain
MGI:2164067	KSB	inbred strain
MGI:2668043	KSN	inbred strain
MGI:3763396	KSN/JmsSgnRbrc	inbred strain
MGI:2668042	KYF	inbred strain
MGI:2161462	KYF/Hok	inbred strain
MGI:2672077	KYF/Ms	inbred strain
MGI:3707475	KYF/MsIdr	inbred strain
MGI:3762356	KYF/MsIdrRbrc	inbred strain
MGI:2164884	L	inbred strain
MGI:2165269	L1/Ibg	inbred strain
MGI:2163295	L2/Ibg	inbred strain
MGI:2160838	LAH	inbred strain
MGI:2161287	LAH/Pas	inbred strain
MGI:2668049	LCS	inbred strain
MGI:2162302	LCS/Fg	inbred strain
MGI:2162476	LCS/PasCri	inbred strain
MGI:2668050	LDH2	inbred strain
MGI:2162003	LDH2/EiJ	inbred strain
MGI:2668051	LDJ	inbred strain
MGI:2385785	LDJ/Le-Grem1<ld-J> + a/ + Atrn<mg> a	congenic
MGI:2164791	LDJ/LeJ	inbred strain
MGI:2178595	LEWES	inbred strain
MGI:2164295	LEWES/EiJ	inbred strain
MGI:2160916	LFA	inbred strain
MGI:2160074	LFA/Fre	inbred strain
MGI:5789731	LFSS/HdMmjax	inbred strain
MGI:2159851	LG	inbred strain
MGI:2161763	LG/Ckc	inbred strain
MGI:2668053	LGG	inbred strain
MGI:2161286	LGG/Bc	inbred strain
MGI:6144550	Lgh/NgaRbrc	inbred strain
MGI:2159748	LG/J	inbred strain
MGI:2670059	LG/Ml	inbred strain
MGI:2670063	LG/Rr	inbred strain
MGI:2161550	LG/RrBt	inbred strain
MGI:2672646	L/Gw	inbred strain
MGI:2670056	L/He	inbred strain
MGI:2162922	LIBP/1	inbred strain
MGI:2670057	L/Icrc	inbred strain
MGI:2670065	LIS	inbred strain
MGI:2160367	LIS/A	inbred strain
MGI:2670058	L/J	inbred strain
MGI:2670066	LLC	inbred strain
MGI:2161882	LLC/Ckc	inbred strain
MGI:2668062	LM	inbred strain
MGI:2164411	LM/Bc	inbred strain
MGI:2668072	LMM	inbred strain
MGI:2163804	LMM/Bc	inbred strain
MGI:2160236	LP	inbred strain
MGI:2159761	LP/J	inbred strain
MGI:2162758	LP/Nimr	inbred strain
MGI:2668074	LPT	inbred strain
MGI:2160726	LPT/LeJ	inbred strain
MGI:2160630	LS	inbred strain
MGI:2160926	LS/Ibg	inbred strain
MGI:2160707	LS/LeJ	inbred strain
MGI:2163202	L/St	inbred strain
MGI:2162334	LST	inbred strain
MGI:2670769	LSTDP	inbred strain
MGI:2161372	LSTDP/Fo	inbred strain
MGI:2672647	L/StWq	inbred strain
MGI:2159832	LT	inbred strain
MGI:2670071	LT/A	inbred strain
MGI:2163760	LT.CAST-A/J	congenic
MGI:2173821	LT.CAST-Amy1<b>/J	congenic
MGI:2162402	LT.CAST-Got1<b>/J	congenic
MGI:2163525	LT.CAST-Gpd1<d>/J	congenic
MGI:2173824	LT.CAST-Gpt<b> Gpd1<d>/J	congenic
MGI:2162093	LT.CAST-Pgm1<b>/J	congenic
MGI:2173827	LT.Cg-Ldha<b>/J	congenic
MGI:5819206	LT.Cg-Ltbp3<blfc>/J	congenic
MGI:2670072	LT/Ch	inbred strain
MGI:2160427	LT/ChReJ	inbred strain
MGI:2672650	LT/ChWq	inbred strain
MGI:2165413	LT.MA-Glo1<b> H2<d>/J	congenic
MGI:2160416	LT/ReSvJ	inbred strain
MGI:2668093	LTS	inbred strain
MGI:2163325	LTS/A	inbred strain
MGI:2159871	LT/Sv	inbred strain
MGI:2160078	LT/SvEi	inbred strain
MGI:3625125	LT/SvEiJ	inbred strain
MGI:2160749	LT/SvJ	inbred strain
MGI:3040853	LT/SvKau	inbred strain
MGI:2164117	LTXBJ/NaJ	recombinant inbred (RI)
MGI:5828275	LTXBJ/Sv	recombinant inbred (RI)
MGI:2160690	LTXBO/SvJ	recombinant inbred (RI)
MGI:2163045	LXB3/TyJ	recombinant inbred (RI)
MGI:2163514	LXPL2/TyJ	recombinant inbred (RI)
MGI:2163335	LXPL6/TyJ	recombinant inbred (RI)
MGI:2670195	MA	inbred strain
MGI:2162646	MABA	inbred strain
MGI:2668121	MABA/MySp	inbred strain
MGI:2670199	MABA/Sp	inbred strain
MGI:2160880	MAE	inbred strain
MGI:2686896	MAE/Stm	inbred strain
MGI:2160047	MAI	inbred strain
MGI:2164542	MAI/Pas	inbred strain
MGI:2670080	MA/J	inbred strain
MGI:2670196	MA/JHu	inbred strain
MGI:2672651	MA/JMs	inbred strain
MGI:2160220	MA/My	inbred strain
MGI:2159846	MA/MyJ	inbred strain
MGI:3771365	MA/MyJ-hf	coisogenic
MGI:2670197	MA/MyJHu	inbred strain
MGI:2672652	MA/MyS	inbred strain
MGI:2670198	MA/MySp	inbred strain
MGI:2670201	MAS	inbred strain
MGI:2160368	MAS/A	inbred strain
MGI:2162500	MA/Sp	inbred strain
MGI:2163413	MB	inbred strain
MGI:2667599	MBT	inbred strain
MGI:2164502	MBT/Pas	inbred strain
MGI:3761620	MBT/PasRbrc	inbred strain
MGI:2160496	MBV	inbred strain
MGI:2668198	MC	inbred strain
MGI:2164209	MCA	inbred strain
MGI:6120867	MCA/H[cc]	Not Applicable
MGI:2668199	MDB	inbred strain
MGI:2162104	MDB/Dt	inbred strain
MGI:2160979	MDB/Dt-Mbp<shi-mld>	coisogenic
MGI:2162938	ME	inbred strain
MGI:2164788	MEV/4-Emv69 Emv70 Emv71/TyJ	congenic
MGI:2161398	MEV-Hm Kitl<Sl> Krt71<Ca-J>	congenic
MGI:2164787	MEV-O.CAST-A D2Mit57/TyJ	congenic
MGI:2162007	MEV-Q/TyJ	inbred strain
MGI:2159976	MEV/Ty	inbred strain
MGI:2173817	MEV-V/TyJ	inbred strain
MGI:2173834	MEV-W/TyJ	inbred strain
MGI:6146747	MF1.129-Sparc<tm1Cam>/Rbrc	congenic
MGI:2165329	MH	inbred strain
MGI:2161886	MIG	inbred strain
MGI:3525547	MI/HgDstIeg	inbred strain
MGI:2162615	MIW	inbred strain
MGI:2670771	MK	inbred strain
MGI:2162994	MK/Re	inbred strain
MGI:2161079	MK/ReJ	inbred strain
MGI:2161954	ML	inbred strain
MGI:5573216	Mlac:ICR	Not Applicable
MGI:2163414	MM	inbred strain
MGI:5763031	Mmjax:WSC1	Not Applicable
MGI:5763040	Mmjax:WSC2	Not Applicable
MGI:5763045	Mmjax:WSP1	Not Applicable
MGI:5763118	Mmjax:WSP2	Not Applicable
MGI:5763123	Mmjax:WSR1	Not Applicable
MGI:5763128	Mmjax:WSR2	Not Applicable
MGI:5300780	M. m. musculus (Northern Jutland, Denmark)	Not Applicable
MGI:6155733	MMRL/MpJJmsSlc	inbred strain
MGI:5780870	Mmucd:CVWR1	Not Applicable
MGI:5780871	Mmucd:CVWR2	Not Applicable
MGI:5780872	Mmucd:CVWR4	Not Applicable
MGI:5780873	Mmucd:CVWR5	Not Applicable
MGI:5780856	Mmucd:HVWR3	Not Applicable
MGI:5780859	Mmucd:HVWR6	Not Applicable
MGI:5780865	Mmucd:HVWR7	Not Applicable
MGI:5780869	Mmucd:HVWR8	Not Applicable
MGI:2668210	MO	inbred strain
MGI:2160637	MOA	inbred strain
MGI:2163616	MOB	inbred strain
MGI:2164224	MOBLO	inbred strain
MGI:2670773	MOC	inbred strain
MGI:2162574	MOC/CpbU	inbred strain
MGI:2164420	MOG	inbred strain
MGI:2163259	MO/Ko	inbred strain
MGI:2160148	MOL	inbred strain
MGI:2160133	MOL3/JA	inbred strain
MGI:2178592	MOLC	inbred strain
MGI:2162146	MOLC/RkJ	inbred strain
MGI:2178596	MOLD	inbred strain
MGI:3033957	MOLD/Rk	inbred strain
MGI:2159977	MOLD/RkA	inbred strain
MGI:2159885	MOLD/RkJ	inbred strain
MGI:2178597	MOLE	inbred strain
MGI:2178593	MOLF	inbred strain
MGI:3487124	MOLF/Ei	inbred strain
MGI:2159862	MOLF/EiJ	inbred strain
MGI:2178591	MOLG	inbred strain
MGI:2160845	MOLG/DnJ	inbred strain
MGI:2668215	MOLH	inbred strain
MGI:2161332	MOLH/Fre	inbred strain
MGI:2160388	MOLI	inbred strain
MGI:2160054	MOLI/Ei	inbred strain
MGI:2160668	MOM	inbred strain
MGI:2163226	MOM/Nga	inbred strain
MGI:3764479	MOM/NgaRbrc	inbred strain
MGI:2160762	MOR	inbred strain
MGI:2162298	MOR2/Cv	inbred strain
MGI:2160337	MOR/Cv	inbred strain
MGI:3850316	MOR/Rk	inbred strain
MGI:3043371	MP1/BiozOrl	inbred strain
MGI:3043638	MP1.BP1-Im1<Bioz:BP1>/DnmOrl	congenic
MGI:3043634	MP1.BP1-Im2<Bioz:BP1>/DnmOrl	congenic
MGI:3043636	MP1.BP1-Im3<Bioz:BP1>/DnmOrl	congenic
MGI:3043635	MP1.BP1-Im4<Bioz:BP1>/DnmOrl	congenic
MGI:3043629	MP1.BP1-Im5<Bioz:BP1>/DnmOrl	congenic
MGI:3043633	MP1.BP1-Im7<Bioz:BP1>/DnmOrl	congenic
MGI:2159800	MRL	inbred strain
MGI:5488892	MRL.129(Cg)-Igkc<tm1(IGKC)Mnz>/Mmnc	congenic
MGI:2164512	MRL.129P2(B6)-B2m<tm1Unc>/Dcr	congenic
MGI:2163967	MRL.129P2(B6)-B2m<tm1Unc>/J	congenic
MGI:2165081	MRL.129P2(B6)-Fas<tm1Osa>/J	congenic
MGI:3763051	MRL.129P2(B6)-Fas<tm1Osa>/OsaRbrc	congenic
MGI:5488801	MRL.129P2(Cg)-Igkj1<tm1(IgkHyHEL10)Mnz>/Mmnc	congenic
MGI:3800132	MRL.129P2-Il4<tm1Cgn>	congenic
MGI:6145087	MRL.129S2(B6)-Pdcd1<tm1Hon>/HonRbrc	congenic
MGI:2174257	MRL.129X1-Fcgrt<tm1Dcr>/DcrJ	congenic
MGI:5644971	MRL.129X1-Lamc2<jeb>/Dcr	congenic
MGI:5603059	MRL.129X1-Lamc2<jeb>/DcrJ	congenic
MGI:2162928	MRL.CBAJms-Fas<lpr-cg>/J	congenic
MGI:6145968	MRL.CB-Fas<lpr-cg>/Rbrc	congenic
MGI:5911839	MRL.Cg-Aicda<tm1Hon> Fas<lpr>/Mmnc	congenic
MGI:3800108	MRL.Cg-Apoe<tm1Unc> Fas<lpr>	congenic
MGI:2162501	MRL.Cg-B2m<tm1Unc> Fas<lpr>	congenic
MGI:5707227	MRL.Cg-Ccr1<tm1Gao> Ccr5<tm1Blck> Fas<lpr>/Cnbc	congenic
MGI:5707191	MRL.Cg-Ccr1<tm1Gao> Fas<lpr>/Cnbc	congenic
MGI:3686588	MRL.Cg-Ccr2<tm1Blck> Fas<lpr>	congenic
MGI:5707224	MRL.Cg-Ccr2<tm1Blck> Fas<lpr>/Cnbc	congenic
MGI:5707225	MRL.Cg-Ccr5<tm1Blck> Fas<lpr>/Cnbc	congenic
MGI:3800126	MRL.Cg-Cd180<tm1Kmiy> Fas<lpr>	congenic
MGI:6148726	MRL.Cg-Cd180<tm1Kmiy> Fas<lpr>/KmiyRbrc	congenic
MGI:3763133	MRL.Cg-Coro1a<C57BL/6Scr> Fas<lpr>	congenic
MGI:2165214	MRL(Cg)-Dab1<scm-2J>/J	Not Applicable
MGI:5312883	MRL.Cg-Ebi3<tm1Nkma> Fas<lpr>	congenic
MGI:3809447	MRL.Cg-Fas<lpr> Igh-J<tm2(3H9-VDJ*)Mwg>	congenic
MGI:3800539	MRL.Cg-Fas<lpr> Tg(CD2-Foxj1)#Stlp	congenic
MGI:4360337	MRL.Cg-Fcer1g<tm1Tks> Fas<lpr>	congenic
MGI:4839022	MRL.Cg-Ifnar1<tm1Agt> Fas<lpr>	congenic
MGI:4839026	MRL.Cg-Ifngr1<tm1Agt> Fas<lpr>	congenic
