MGI_ID	strainName	strainType
MGI:5494750	B6;129-Iis1<tm7(CAG-Bgeo,-Wnt11)Nat>/J	Not Applicable
MGI:3696463	B6.129-Il12b<tm1Lky>/J	congenic
MGI:4453190	B6.129-Il15ra<tm1Wjl>/Mmnc	congenic
MGI:5767205	B6.129-Il17b<Gt(371C12)Cmhd>	congenic
MGI:3809982	B6.129-Il17rb<tm1Bud>	congenic
MGI:3758707	B6.129-Il19<tm1Dnax>	congenic
MGI:4939622	B6.129-Il1r1<tm1Imx> Apoe<tm1Unc>	congenic
MGI:3687370	B6.129-Il1rn<tm1Yiw>	congenic
MGI:3758698	B6.129-Il20rb<tm1Dnax>	congenic
MGI:3801691	B6.129-Il21r<tm1Kopf>	congenic
MGI:4819179	B6.129-Il21r<tm1Wjl>/Mmucd	congenic
MGI:3760292	B6.129-Il2rb<tm1Mak>	congenic
MGI:5562351	B6.129-Il2rb<tm1Mak>/Cnbc	congenic
MGI:3687558	B6.129-Il2rb<tm1Mak>/Rbrc	congenic
MGI:3823210	B6.129-Il2rg<tm1Sug>	congenic
MGI:5476815	B6.129-Il33<tm1Amgn>	congenic
MGI:5320336	B6.129-Inhbe/Inhbc<tm1Sjl>	congenic
MGI:5051629	B6.129-Inpp5d<el20>	congenic
MGI:3829600	B6.129-Inpp5d<tm1Rkh>/Mmnc	congenic
MGI:3604688	B6.129-Insl5<tm1Dgen>/J	congenic
MGI:5698376	B6.129-Ip6k2<tm1.1Snyd>	congenic
MGI:4818341	B6.129-Ipmk<tm1Yrk>/J	congenic
MGI:3640295	B6;129-Irf3<tm1Ttg> Irf9<tm1Ttg>	Not Applicable
MGI:4949128	B6.129-Isx<tm1Shiv>/Mmnc	congenic
MGI:3621297	B6.129-Itga4<tm1Mgin>	congenic
MGI:5498527	B6.129-Itgae<tm1Cmp> Ccr6<tm1Dgen>/Orl	congenic
MGI:3842212	B6.129-Itk<tm1Litt> Cblb<tm1Pngr>	congenic
MGI:3842199	B6.129-Itk<tm1Litt> Vav1<tm2Bbd>	congenic
MGI:4356470	B6.129-Itk<tm1Ljb>	congenic
MGI:4938267	B6.129-Itm2b<tm1.1Ldad>	congenic
MGI:4415722	B6.129-Itm2b<tm2.1Ldad>	congenic
MGI:4868235	B6.129-Itm2b<tm3.1Ldad>	congenic
MGI:3654158	B6.129-Jak3<tm1Tks> Rag2<tm1Fwa>/Tks	congenic
MGI:5140328	B6.129-Jam3<tm1.2Chav>	congenic
MGI:2655258	B6.129-Jarid2<Gt(pGT1.8geo)6Pgr>/Cnrm	congenic
MGI:2164397	B6.129-Jup<tm1Kem>/J	congenic
MGI:2164694	B6.129-Jup<tm1Ruiz>/J	congenic
MGI:6114015	B6.129-Kalrn<tm1Npl>/J	congenic
MGI:6114016	B6.129-Kalrn<tm2Npl>/J	congenic
MGI:3622277	B6.129-Kcnab1<tm1Kwak>	congenic
MGI:3583203	B6.129-Kcnab1<tm1Sva>	congenic
MGI:5501479	B6.129-Kcnab1<tm1Sva>/Ieg	congenic
MGI:3767014	B6.129-Kcnab1<tm1Sva>/J	congenic
MGI:5614009	B6.129-Kcnip2<tm1Jmn>	congenic
MGI:5613964	B6.129-Kcnj10<tm1Kdmc>/J	congenic
MGI:3619259	B6.129-Kcnj11<tm1Sse>	congenic
MGI:3652540	B6.129-Kcnj8<tm1Sse>	congenic
MGI:3837008	B6.129-Kcnk10<tm1Fles>	congenic
MGI:5562441	B6.129-Kcnk3<tm1Sgb> Dkk3<tm1Cni>/Orl	congenic
MGI:3837007	B6.129-Kcnk9<tm1.1Fles>	congenic
MGI:3844279	B6.129-Kcnn1<tm1.2Jpad>/J	congenic
MGI:4398881	B6.129-Kcnq2<tm1.1Naas>	congenic
MGI:4398883	B6.129-Kcnq3<tm1.1Naas>	congenic
MGI:5514385	B6.129-Kdm1a<tm1.1Sho>/J	congenic
MGI:5883627	B6.129-Kdm1a<tm1Ebg>	congenic
MGI:2162445	B6.129-Kdr<tm1Jrt>/J	congenic
MGI:2165089	B6.129-Kif3a<tm1Gsn>/J	congenic
MGI:2450107	B6.129-Kif3a<tm2Gsn>/Mmucd	congenic
MGI:4819364	B6.129-Kif3c<tm2Gsn>/Mmucd	congenic
MGI:3050232	B6.129-Kif5a<tm1Gsn>/Mmucd	congenic
MGI:3047801	B6.129-Kif5a<tm2Gsn>/Mmucd	congenic
MGI:3810054	B6.129-Kif5c<tm1Gsn>	congenic
MGI:3809546	B6.129-Kif5c<tm1Gsn>/J	congenic
MGI:5049883	B6;129-Kiz<tm1Cpl>/J	Not Applicable
MGI:4429473	B6.129-Klc1<tm1Gsn>	congenic
MGI:2174105	B6.129-Klc1<tm1Gsn>/J	congenic
MGI:3840282	B6.129-Klf13<tm1Kren>	congenic
MGI:5445371	B6.129-Klra15<tm1.1Apma>	congenic
MGI:5491513	B6.129-Klra17<tm1.1Apma>/J	Not Applicable
MGI:5751092	B6.129-Klrc1<tm1Mmka>	congenic
MGI:3691272	B6.129-Kmt2a<tm1Clgr>	congenic
MGI:5499525	B6.129-Kras<tm1Bbd>/Cnbc	congenic
MGI:5645343	B6.129-Kras<tm1Bbd>/J	congenic
MGI:5645672	B6.129-Kras<tm3Bbd>	congenic
MGI:5645353	B6.129-Kras<tm3Bbd>/J	congenic
MGI:5304789	B6.129-Kras<tm4Tyj> Tgfbr2<tm1.2Hlm>	congenic
MGI:3029769	B6.129-Krit1<tm1Dmar>	congenic
MGI:5882519	B6.129-Krt36<tm1Hpt>	congenic
MGI:5882521	B6.129-Krt36<tm1Hpt>/H	congenic
MGI:5706624	B6.129-Lama4<tm1Ktry>/Oulu	congenic
MGI:4941637	B6.129-Lamc3<tm1.1Wjbr> Lamb2<tm1Jrs>	congenic
MGI:3713220	B6.129-Lbx2<tm1Fchn>	congenic
MGI:5056489	B6.129-Lcn2<tm1Mrgr>	congenic
MGI:5432125	B6.129-Lcp2<tm1Gak>/J	congenic
MGI:4946409	B6.129-Ldlr<tm1Her> Agtr1a<tm1Unc>	congenic
MGI:3639728	B6.129-Ldlr<tm1Her> Gpr132<tm1Witt>	congenic
MGI:4839226	B6.129-Ldlr<tm1Her> Tcra-J<tm1Tgi>	congenic
MGI:3655868	B6.129-Lepr<db-3J>	congenic
MGI:3697667	B6.129-Lepr<tm1Mgmj>	congenic
MGI:3800771	B6.129-Lepr<tm1Mgmj>/J	congenic
MGI:3822495	B6.129-Lepr<tm1Yli>	congenic
MGI:5516326	B6.129-Lepr<tm2(cre)Rck> Gt(ROSA)26Sor<tm1Sor>	congenic
MGI:3800755	B6.129-Lepr<tm2Mgmj>/J	congenic
MGI:3822496	B6.129-Lepr<tm2Yli>	congenic
MGI:4820812	B6.129-Lepr<tm3.1Yli>	congenic
MGI:5301317	B6.129-Lepr<tm5Mgmj>	congenic
MGI:5301177	B6.129-Lepr<tm5Mgmj>/J	congenic
MGI:5306013	B6.129-Lgals12<tm1Ftl>	congenic
MGI:3718680	B6.129-Lhfpl5<tm1Kjn>/Kjn	congenic
MGI:5906201	B6.129-Llgl1<tm1Vv>/J	congenic
MGI:5702413	B6.129-Lox<tm1Soin>/Oulu	congenic
MGI:5618098	B6;129-Lrp5<tm1.1Vari>/J	Not Applicable
MGI:3797645	B6.129-Lsamp<tm1Afpi>	congenic
MGI:3652566	B6.129-Lta<tm1.1Sned>	congenic
MGI:4867540	B6.129-Lta/Tnf<tm1Eug>	congenic
MGI:4849929	B6.129-Lta/Tnf<tm1Fda>/Orl	congenic
MGI:2174106	B6.129-Maf<tm1Gsb>/J	congenic
MGI:3617251	B6.129-Manba<tm1Khf>	congenic
MGI:5910897	B6.129-Map3k1<tm1Yxia>	congenic
MGI:2652192	B6.129-Map4<Gt(pGT1.8geo)2Pgr>/Cnrm	congenic
MGI:3840651	B6.129-Map4k2<tm1Jmky>	congenic
MGI:3664343	B6.129-Map4k5<tm1Jhk>	congenic
MGI:6144997	B6.129-Mapk14<tm1.2Otsu>/OtsuRbrc	congenic
MGI:3664461	B6.129-Mapk14<tm1Mka>/Rbrc	congenic
MGI:5438796	B6.129-Mapk1<tm1Gela>/J	congenic
MGI:5438963	B6.129-Mapk3<tm1Gela>	congenic
MGI:4833988	B6.129-Mapk3<tm1Gpg>/Orl	congenic
MGI:5621053	B6.129-Mapk4<tm1Melo>	congenic
MGI:5637300	B6.129-Mapk4<tm1Melo>/J	congenic
MGI:5635916	B6.129-Mapk6<tm1Melo>/J	congenic
MGI:4829846	B6.129-Mapk8ip1<tm3.1Rjd>/J	congenic
MGI:4829769	B6.129-Mapk9<tm1.1Rjd>/J	congenic
MGI:3619250	B6.129-Mapk9<tm1Mka>	congenic
MGI:3850060	B6.129-Mapk9<tm1Mka>/Kctt	congenic
MGI:5823844	B6.129-Mapt<tm2(FUS)Neas> Chat<tm2(cre)Lowl>	congenic
MGI:5823857	B6.129-Mapt<tm3(FUS)Neas> Chat<tm2(cre)Lowl>	congenic
MGI:5575667	B6.129-Marco<tm1Ktry> Msr1<tm1Csk>	congenic
MGI:4888409	B6.129-Mbd4/Ift122<tm1Abc>	congenic
MGI:3716641	B6.129-Mbl1<tm1.1Mnz>	congenic
MGI:4819366	B6;129-Mc4r<Glu3>/Mmucd	Not Applicable
MGI:5544758	B6.129-Mcfd2<tm1Dgi>/J	congenic
MGI:5496625	B6.129-Mchr1<tm1Ohl>/Kctt	congenic
MGI:3837452	B6.129-Mcl1<tm1Yen>	congenic
MGI:5050402	B6.129-Mcoln1<tm1Asoy>/Mmmh	congenic
MGI:4837347	B6.129-Mdm2<tm1.1Ypz>	congenic
MGI:6159273	B6.129-Mdm4<tm2Glo>/J	congenic
MGI:5311014	B6.129-Mecp2<tm1.1Joez>	congenic
MGI:5302842	B6.129-Mecp2<tm1.1Meg>	congenic
MGI:5311015	B6.129-Mecp2<tm2.1Joez>	congenic
MGI:5558943	B6.129-Mecp2<tm3Meg>	congenic
MGI:3834000	B6.129-Mep1b<tm1Bond>	congenic
MGI:4939640	B6.129-Mesd<tm1Bch>	congenic
MGI:4948231	B6.129-Mesd<tm1Bch>/J	congenic
MGI:3694343	B6.129-Mfge8<tm1Osa>	congenic
MGI:4365455	B6.129-Mfge8<tm1Shur>	congenic
MGI:3699235	B6.129-Mgat1<tm2Jxm>/J	congenic
MGI:3699237	B6.129-Mgat3<tm1Jxm>/J	congenic
MGI:5581330	B6.129-Mgat4b<tm1.1Jxm>	congenic
MGI:5299344	B6.129-Mgat4b<tm1Jxm>	congenic
MGI:5294617	B6.129-Mgat4b<tm1Jxm>/J	congenic
MGI:3771224	B6.129-Mgat5<tm1Jwd>/J	congenic
MGI:5617722	B6.129-Mir133b<tm1.2Gfng>	congenic
MGI:5702432	B6;129-Mir182<tm1.1Dgk>/J	Not Applicable
MGI:3842215	B6.129-Mir375<tm1Stf>	congenic
MGI:6117256	B6.129-Mirc11<tm1Rdhl>	congenic
MGI:5575970	B6.129-Mirc14<tm1.1Czc>/J	congenic
MGI:5575973	B6.129-Mirc15<tm1.1Czc>/J	congenic
MGI:4868463	B6.129-Mirc19<tm1.1Kcho>	congenic
MGI:5696861	B6.129-Mirc32<tm1Jtm>/J	congenic
MGI:5614347	B6.129-Mirc36<tm1.1Jcav>	congenic
MGI:6123033	B6.129-Mirc36<tm1.1Jcav>/Orl	congenic
MGI:4868376	B6.129-Mkks<tm1Vcs>/J	congenic
MGI:3763139	B6.129-Mknk1<tm1Fuku>/FukuRbrc	congenic
MGI:3763141	B6.129-Mknk1<tm1Fuku> Mknk2<tm1Fuku>/FukuRbrc	congenic
MGI:3763140	B6.129-Mknk2<tm1Fuku>/FukuRbrc	congenic
MGI:3618478	B6.129-Mlh1<tm1Rak>/Nci	congenic
MGI:5485249	B6.129-Mlh3<tm1Lpkn>/J	congenic
MGI:4365923	B6.129-Mmp7<tm1Lmm>	congenic
MGI:3043391	B6.129-Mmp7<tm1Lmm>/J	congenic
MGI:6104261	B6.129-Moap1<tm1Vcy>	congenic
MGI:4412390	B6.129-Mpp1<tm1Ahc>	congenic
MGI:5526868	B6.129-Mrap2<tm1.1Maj>	congenic
MGI:5496362	B6.129-Mrc2<tm1Cmi>/H	congenic
MGI:5320580	B6.129-Mre11a<tm1.1Rchd>/J	congenic
MGI:3618481	B6.129-Msh2<tm1Rak>/Nci	congenic
MGI:3618479	B6.129-Msh3<tm1Rak>/Nci	congenic
MGI:3618480	B6.129-Msh6<tm1Rak>/Nci	congenic
MGI:6145816	B6.129-Msi1<tm1Okn>/OknRbrc	congenic
MGI:5320287	B6.129-Mstn<tm1Sjl> Fst<tm1Zuk>	congenic
MGI:3790517	B6.129-Mstn<tm2Sjl>	congenic
MGI:2177458	B6.129-Msx1<tm1Bero>	congenic
MGI:6122467	B6.129-Msx2<tm1Bero>/Kctt	congenic
MGI:5634141	B6.129-Mthfr<tm1Rzn>	congenic
MGI:5779636	B6.129-Myb<tm1Epr>/J	congenic
MGI:3710500	B6.129-Mycn<tm1Psk>/J	congenic
MGI:5006933	B6.129-Myc<tm1.1Cksn>	congenic
MGI:5485409	B6;129-Myc<tm1Slek>/J	Not Applicable
MGI:5448252	B6.129-Myd88<tm1Aki>	congenic
MGI:5432937	B6.129-Myd88<tm1Aki> Ifnar1<tm1Agt>	congenic
MGI:5528365	B6;129-Myh10<tm8Rsad>/Mmucd	Not Applicable
MGI:4834271	B6.129-Myh9<tm1.1Gac>/Orl	congenic
MGI:5567833	B6.129-Myh9<tm1.1(MYH9*)Mjk>	congenic
MGI:5566982	B6.129-Myh9<tm1.1(MYH9*)Mjk>/Mmmh	congenic
MGI:5426683	B6.129-Myl2<tm1.1Chen>	congenic
MGI:5426684	B6.129-Myl2<tm2.1Chen>	congenic
MGI:3621295	B6.129-Mylk<tm1Avs>	congenic
MGI:5547745	B6;129-Myod1<tm1.1(cre/ERT,TVA)Gcg>/J	Not Applicable
MGI:3852414	B6;129-Myrf<tm1Barr>/J	Not Applicable
MGI:6147267	B6.129-Napepld<tm1.1Ueda>	congenic
MGI:4442649	B6.129-Nasp<tm1Mgor>/Mmnc	congenic
MGI:3665160	B6.129-Nbl1<tm1Saki>/SakiRbrc	congenic
MGI:4820556	B6.129-Nbr1<tm1Whca>	congenic
MGI:4360305	B6.129-Nceh1<tm1Ishi> Apoe<tm1Unc>	congenic
MGI:4360288	B6.129-Ncoa1<tm1Bwo> Thrb<tm1Olc>	congenic
MGI:5776129	B6.129-Ncor1<tm1Rsd>/J	congenic
MGI:5776130	B6.129-Ncor2<tm1Rsd>/J	congenic
MGI:5489758	B6;129-Ncr1<tm1Oman>/J	Not Applicable
MGI:5789921	B6.129-Ndrg2<tm1.1Hori>	congenic
MGI:3716345	B6.129-Ndst1<tm1Grob>	congenic
MGI:5451182	B6.129-Ndufs4<tm1.1Rpa>	congenic
MGI:5451188	B6.129-Ndufs4<tm1Rpa>	congenic
MGI:5907120	B6;129-Nefh<tm1Dwc>/Mmmh	congenic
MGI:5451042	B6;129-Nek6<tm1Dgen>/H	Not Applicable
MGI:6147059	B6.129-Nepro<tm1.1Tets>	congenic
MGI:6147060	B6.129-Nepro<tm1Tets>	congenic
MGI:5447281	B6.129-Neu3<tm1Yamk>	congenic
MGI:4429664	B6.129-Neurod6<tm1(cre)Kan>	congenic
MGI:4430854	B6.129-Neurod6<tm1(cre)Kan>/MullMmmh	congenic
MGI:3039440	B6.129-Nfat5<tm1Rao>	congenic
MGI:4437920	B6.129-Nfatc2ip<tm1.1Glm>	congenic
MGI:3027065	B6;129-Nfatc2<tm1Rao>/Mmnc	Not Applicable
MGI:4442644	B6.129-Nfatc2<tm1Rao>/Mmnc	congenic
MGI:4941585	B6.129-Nfkbia<tm1.1Smiy>	congenic
MGI:4942344	B6.129-Nkx2-1<tm1Jaw>	congenic
MGI:5496219	B6.129-Nkx2-1<tm1Rdl>	congenic
MGI:4942342	B6.129-Nkx2-1<tm2Rdl>	congenic
MGI:4942343	B6.129-Nkx2-1<tm3Rdl>	congenic
MGI:5582939	B6.129-Nkx2-5<tm1.1Pash>	congenic
MGI:5582795	B6.129-Nkx2-5<tm1.1Pash>/J	congenic
MGI:3618487	B6.129-Nkx3-1<tm1Mms>/Nci	congenic
MGI:5503993	B6.129-Nlgn3<tm4Sud>/J	congenic
MGI:5522647	B6.129-Nlk<Gt(RRJ297)Byg> Atxn1<tm1Hzo>	congenic
MGI:5550139	B6;129-Nlk<tm1.1Ecan>/J	Not Applicable
MGI:5308090	B6.129-Nlrp3<tm1Hhf>/J	congenic
MGI:3629192	B6.129-Nme1<tm1Jyd>	congenic
MGI:4868757	B6.129-Nme2<Gt(69C10)Cmhd>	congenic
MGI:3625334	B6.129-Nod2<tm1Vmd>	congenic
MGI:5470239	B6.129-Nol3<tm1.1Rnkt>	congenic
MGI:5301318	B6.129-Nos1<tm1(cre)Mgmj>	congenic
MGI:5301253	B6.129-Nos1<tm1(cre)Mgmj>/J	congenic
MGI:4367581	B6.129-Nos3<tm1Plh> Apoe<tm1Unc>	congenic
MGI:5909869	B6.129-Notch1<tm1Con>	congenic
MGI:2165053	B6.129-Notch1<tm1Con>/J	congenic
MGI:3713876	B6.129-Notch2<tm1Yha>	congenic
MGI:5006664	B6.129-Nov<tm1Hko>	congenic
MGI:6145099	B6.129-Nox1<tm1Cyn>/CynRbrc	congenic
MGI:4838864	B6.129-Nox4<tm1.1Ams>	congenic
MGI:5502374	B6.129-Nox4<tm1Kkr>	congenic
MGI:5502340	B6.129-Nox4<tm1Kkr>/J	congenic
MGI:5642147	B6.129-Npc1<tm1.1Dso>	congenic
MGI:5641737	B6.129-Npc1<tm1Dso>/J	congenic
MGI:3687228	B6.129-Npr1<tm1Gar>	congenic
MGI:6104237	B6.129-Npr3<tm1Unc>	congenic
MGI:4946413	B6.129-Nr1h2<tm1.1Nph>	congenic
MGI:4437622	B6.129-Nr1h2<tm1Dgen>	congenic
MGI:4946412	B6.129-Nr1h3<tm1.1Nph>	congenic
MGI:4838316	B6.129-Nr1i2<tm1Sakl>/Tac	congenic
MGI:3848034	B6.129-Nr1i3<tm1Dgen>	congenic
MGI:4941155	B6.129-Nr2c2<tm1Amj>	congenic
MGI:5896412	B6.129-Nradd<tm1.2Pabk>	congenic
MGI:5465107	B6;129-Nrl<tm1Asw>/J	congenic
MGI:5578342	B6.129-Nrxn1<tm3Sud>	congenic
MGI:5658622	B6.129-Nrxn1<tm3Sud>/J	congenic
MGI:6121758	B6.129-Nrxn2<tm1Sud>/H	congenic
MGI:2652333	B6.129-Ntn1<Gt(IRESBetageo)1Pgr>/Cnrm	congenic
MGI:5490876	B6.129-Ntn4<tm1Wjbr>	congenic
MGI:2680529	B6.129-Ogt<tm1Gwh>/J	congenic
MGI:5640620	B6;129-Olfr1507<tm1.1Hsak>/Rbrc	Not Applicable
MGI:5603115	B6.129-Olig2<tm1.1(cre)Wdr>/J	congenic
MGI:6107199	B6;129-Omp<tm1.1Tboz>/J	Not Applicable
MGI:3803575	B6.129-Opn1mw<tm1(OPN1LW)Nat>/J	congenic
MGI:5823256	B6;129-Oprd1<tm1.1Cgrf>/KffJ	Not Applicable
MGI:5823258	B6;129-Oprk1<tm2.1Kff>/J	Not Applicable
MGI:5823255	B6;129-Oprm1<tm1.1Cgrf>/KffJ	Not Applicable
MGI:3691140	B6.129-Otx1<tm4(cre)Asim>/J	congenic
MGI:3815429	B6.129-Ovol1<tm1Efu>	congenic
MGI:3815430	B6.129-Ovol2<tm1Xdai> Ovol1<tm1Efu>	congenic
MGI:2163075	B6.129P1-Lama2<dy>/J	congenic
MGI:5499904	B6.129P2(129S1)-Gt(ROSA)26Sor<tm1.1(Aco1*)Mwh>	congenic
MGI:4948540	B6.129P2(129S4)-Ago2<tm1.1Tara>/J	congenic
MGI:4835677	B6.129P2(129S4)-Hprt<tm10(Ple162-EGFP/cre)Ems>	congenic
MGI:3844319	B6.129P2(129S4)-Hprt<tm10(Ple162-EGFP/cre)Ems>/Mmjax	congenic
MGI:4835678	B6.129P2(129S4)-Hprt<tm12(Ple177-EGFP/cre)Ems>	congenic
MGI:3837146	B6.129P2(129S4)-Hprt<tm12(Ple177-EGFP/cre)Ems>/Mmjax	congenic
MGI:4835656	B6.129P2(129S4)-Hprt<tm14(Ple103-EGFP/cre)Ems>	congenic
MGI:4835430	B6.129P2(129S4)-Hprt<tm14(Ple103-EGFP/cre)Ems>/Mmjax	congenic
MGI:4835806	B6.129P2(129S4)-Hprt<tm16(Ple167-EGFP/cre)Ems>	congenic
MGI:4835439	B6.129P2(129S4)-Hprt<tm16(Ple167-EGFP/cre)Ems>/Mmjax	congenic
MGI:4835675	B6.129P2(129S4)-Hprt<tm9(Ple178-EGFP/cre)Ems>	congenic
MGI:3844318	B6.129P2(129S4)-Hprt<tm9(Ple178-EGFP/cre)Ems>/Mmjax	congenic
MGI:5487446	B6.129P2(129S4)-Xiap<tm1Hs>/J	congenic
MGI:5438700	B6.129P2(129S7)-Crim1<tm1.1Dpen>	congenic
MGI:6146000	B6.129P2(129)-Unc93b1<tm1.1Kmiy>/KmiyRbrc	congenic
MGI:3695938	B6.129P2-Abcg1<tm1Dgen>	congenic
MGI:3797487	B6.129P2-Abcg5<tm1Plo>/J	congenic
MGI:4822019	B6.129P2-Abl1<tm2.1Goff>/J	congenic
MGI:5912242	B6.129P2-Ace2<tm1Pngr>	congenic
MGI:3800124	B6.129P2-Ace<tm1Unc>	congenic
MGI:2162671	B6.129P2-Ace<tm1Unc>/J	congenic
MGI:2163205	B6.129P2-Ace<tm2Unc>/J	congenic
MGI:3800114	B6.129P2-Ace<tm3Unc>	congenic
MGI:2162205	B6.129P2-Ace<tm3Unc>/J	congenic
MGI:4452119	B6.129P2-Ackr1<tm1Scp>/Mmnc	congenic
MGI:3605735	B6;129P2-Ackr4<tm1Dgen>/Mmnc	Not Specified
MGI:5896649	B6.129P2-Acox1<tm1Jkr>/J	congenic
MGI:5473292	B6.129P2-Acsl1<tm1Rcol>/J	congenic
MGI:4834350	B6.129P2-Acvr1c<tm1Cfi>/Kctt	congenic
MGI:3604611	B6.129P2-Acvrl1<tm1Dgen>/J	congenic
MGI:5563326	B6;129P2-Adam10<tm2Psa>/Ph	Not Applicable
MGI:3621299	B6.129P2-Adam19<tm1Asf>	congenic
MGI:3699167	B6;129P2-Adam21<tm1Dgen>/J	Not Applicable
MGI:5450831	B6;129P2-Adamts1<tm1Dgen>/H	Not Applicable
MGI:5450835	B6;129P2-Adamts2<tm1Dgen>/H	Not Applicable
MGI:3604609	B6.129P2-Adamts4<tm1Dgen>/J	congenic
MGI:3604610	B6.129P2-Adamts5<tm1Dgen>/J	congenic
MGI:4418973	B6.129P2-Adamts9<tm1Dgen> Adamts5<tm1Dgen>	congenic
MGI:4419004	B6.129P2-Adamts9<tm1Dgen> Fbln1<Gt(XST011)Byg>	congenic
MGI:3803018	B6.129P2-Adcy1<tm1.1Ito>	congenic
MGI:3604612	B6.129P2-Adcy3<tm1Dgen>/J	congenic
MGI:3605707	B6.129P2-Adcy4<tm1Dgen>/Mmnc	congenic
MGI:3604613	B6.129P2-Adcy7<tm1Dgen>/J	congenic
MGI:5451052	B6;129P2-Adcyap1r1<tm1Dgen>/H	Not Applicable
MGI:3605723	B6.129P2-Adgrb2<tm1Dgen>/Mmnc	congenic
MGI:3604629	B6;129P2-Adgre5<tm1Dgen>/J	Not Applicable
MGI:5450840	B6;129P2-Adgrg1<tm1Dgen>/H	Not Applicable
MGI:5450837	B6;129P2-Adgrl2<tm1Dgen>/H	Not Applicable
MGI:5450838	B6;129P2-Adgrl4<tm1Dgen>/H	Not Applicable
MGI:4834175	B6.129P2-Adgrv1<tm1Msat>	congenic
MGI:6147000	B6.129P2-Adgrv1<tm2Msat>/Rbrc	congenic
MGI:3605708	B6.129P2-Adipor1<tm1Dgen>/Mmnc	congenic
MGI:3713929	B6.129P2-Adipor2<tm1Dgen>	congenic
MGI:3604614	B6.129P2-Adipor2<tm1Dgen>/J	congenic
MGI:5518426	B6.129P2-Adm<tm1Kmca>	congenic
MGI:5007768	B6.129P2-Adora1<tm1Bbf>	congenic
MGI:3813138	B6.129P2-Adora2b<tm1Dgen>	congenic
MGI:3759963	B6.129P2-Adora2b<tm1Till>	congenic
MGI:5750715	B6.129P2-Adora2b<tm1Till>/J	congenic
MGI:4943521	B6.129P2-Adora3<tm1Jbsn>	congenic
MGI:3851119	B6.129P2-Afp<tm1Ibmm>/Cnrm	congenic
MGI:3694639	B6.129P2-Ager<tm1.1Arnd>	congenic
MGI:6122940	B6.129P2-Agpat4<Gt(CC0173)Wtsi>/Cnbc	congenic
MGI:2163685	B6.129P2-Agtr1a<tm1Unc>/J	congenic
MGI:4453896	B6.129P2-Agtr2<tm1Tin>	congenic
MGI:2163705	B6.129P2-Agt<tm1Unc>/J	congenic
MGI:2162633	B6.129P2-Agt<tm2Unc>/J	congenic
MGI:6145403	B6.129P2-Ahrr<tm1Yfk>/YfkRbrc	congenic
MGI:6122507	B6;129P2-Aicda<tm1.1(cre/ERT2)Crey>/Ph	Not Specified
MGI:6122461	B6.129P2-Aicda<tm1.1(cre/ERT2)Crey>/Ph	congenic
MGI:5582923	B6.129P2-Aicda<tm1(cre)Mnz>/J	congenic
MGI:4462252	B6.129P2-Aim2<Gt(CSG445)Byg>/J	congenic
MGI:5789010	B6.129P2-Akna<tm1Mak>	congenic
MGI:5788728	B6.129P2-Akna<tm1Mak>/J	congenic
MGI:5317963	B6.129P2-Akt1<tm1Mbb>	congenic
MGI:3036164	B6.129P2-Akt1<tm1Mbb>/J	congenic
MGI:4889207	B6.129P2-Akt2<tm1.1Mbb>	congenic
MGI:6146419	B6.129P2-Aldh2<tm1Kaw>/KawRbrc	congenic
MGI:6147238	B6.129P2-Ambp<tm1Kkm>	congenic
MGI:6144537	B6.129P2-Ambp<tm1Kkm>/KkmRbrc	congenic
MGI:3687262	B6.129P2-Amd1<tm1Kiga>/Rbrc	congenic
MGI:6114657	B6.129P2-Ankfy1<Gt(RRE069)Byg>	congenic
MGI:4360632	B6.129P2-Ankrd17<tm1.1Yty>	congenic
MGI:5604625	B6;129P2-Ano6<Gt(AW0382)Wtsi>/Mmucd	Not Applicable
MGI:6121767	B6.129P2-Anp32a<tm1Mak>/Cnbc	congenic
MGI:5004722	B6.129P2-Anp32b<tm1Mak>	congenic
MGI:6121766	B6.129P2-Anp32e<tm1Mak>/Cnbc	congenic
MGI:6122411	B6;129P2-Anxa6<tm1Moss>/H	Not Applicable
MGI:5522913	B6.129P2-Apc<Gt(XA018)Byg>	congenic
MGI:3766608	B6.129P2-Apc<tm1Rak>	congenic
MGI:3834564	B6.129P2-Apc<tm1Rfo>	congenic
MGI:5787811	B6.129P2-Apc<tm1Rsmi>/RfoJ	congenic
MGI:4360746	B6.129P2-Apc<tm2Rfo>	congenic
MGI:5787810	B6.129P2-Apc<tm2Rfo>/J	congenic
MGI:2163016	B6.129P2-Apoa1<tm1Unc>/J	congenic
MGI:5660385	B6.129P2-Apobec2<tm1Msn>	congenic
MGI:3809978	B6.129P2-Apobec3<Gt(XN450)Byg>	congenic
MGI:4843192	B6.129P2-Apobec3<Gt(XN450)Byg>/Mmucd	congenic
MGI:4453174	B6.129P2-Apob<tm1Mae>/Mmnc	congenic
MGI:2162497	B6.129P2-Apob<tm1Unc>/J	congenic
MGI:4838551	B6.129P2-Apoe<tm1(APOE*2)Mae>/Tac	congenic
MGI:4438564	B6.129P2-Apoe<tm1Bres>	congenic
MGI:4438565	B6.129P2-Apoe<tm1Bres> Esr1<tm1Ksk>	congenic
MGI:3759048	B6.129P2-Apoe<tm1Unc>	congenic
MGI:2163789	B6.129P2-Apoe<tm1Unc>/J	congenic
MGI:2165294	B6.129P2-Apoe<tm1Unc>-T<8J>	congenic
